number,name,chapter,verse,text
6,joshua,15,16,"And Caleb said, He that smiteth Kirjathsepher, and taketh it, to him will I give Achsah my daughter to wife."
6,joshua,15,17,"And Othniel the son of Kenaz, the brother of Caleb, took it: and he gave him Achsah his daughter to wife."
6,joshua,15,18,"And it came to pass, as she came unto him, that she moved him to ask of her father a field: and she lighted off her ass; and Caleb said unto her, What wouldest thou?"
6,joshua,15,19,"Who answered, Give me a blessing; for thou hast given me a south land; give me also springs of water. And he gave her the upper springs, and the nether springs."
6,joshua,15,20,This is the inheritance of the tribe of the children of Judah according to their families.
6,joshua,15,21,"And the uttermost cities of the tribe of the children of Judah toward the coast of Edom southward were Kabzeel, and Eder, and Jagur,"
6,joshua,15,22,"And Kinah, and Dimonah, and Adadah,"
6,joshua,15,23,"And Kedesh, and Hazor, and Ithnan,"
6,joshua,15,24,"Ziph, and Telem, and Bealoth,"
6,joshua,15,25,"And Hazor, Hadattah, and Kerioth, and Hezron, which is Hazor,"
6,joshua,15,26,"Amam, and Shema, and Moladah,"
6,joshua,15,27,"And Hazargaddah, and Heshmon, and Bethpalet,"
6,joshua,15,28,"And Hazarshual, and Beersheba, and Bizjothjah,"
6,joshua,15,29,"Baalah, and Iim, and Azem,"
6,joshua,15,30,"And Eltolad, and Chesil, and Hormah,"
6,joshua,15,31,"And Ziklag, and Madmannah, and Sansannah,"
6,joshua,15,32,"And Lebaoth, and Shilhim, and Ain, and Rimmon: all the cities are twenty and nine, with their villages:"
6,joshua,15,33,"And in the valley, Eshtaol, and Zoreah, and Ashnah,"
6,joshua,15,34,"And Zanoah, and Engannim, Tappuah, and Enam,"
6,joshua,15,35,"Jarmuth, and Adullam, Socoh, and Azekah,"
6,joshua,15,36,"And Sharaim, and Adithaim, and Gederah, and Gederothaim; fourteen cities with their villages:"
6,joshua,15,37,"Zenan, and Hadashah, and Migdalgad,"
6,joshua,15,38,"And Dilean, and Mizpeh, and Joktheel,"
6,joshua,15,39,"Lachish, and Bozkath, and Eglon,"
6,joshua,15,40,"And Cabbon, and Lahmam, and Kithlish,"
6,joshua,15,41,"And Gederoth, Bethdagon, and Naamah, and Makkedah; sixteen cities with their villages:"
6,joshua,15,42,"Libnah, and Ether, and Ashan,"
6,joshua,15,43,"And Jiphtah, and Ashnah, and Nezib,"
6,joshua,15,44,"And Keilah, and Achzib, and Mareshah; nine cities with their villages:"
6,joshua,15,45,"Ekron, with her towns and her villages:"
6,joshua,15,46,"From Ekron even unto the sea, all that lay near Ashdod, with their villages:"
6,joshua,15,47,"Ashdod with her towns and her villages, Gaza with her towns and her villages, unto the river of Egypt, and the great sea, and the border thereof:"
6,joshua,15,48,"And in the mountains, Shamir, and Jattir, and Socoh,"
6,joshua,15,49,"And Dannah, and Kirjathsannah, which is Debir,"
6,joshua,15,50,"And Anab, and Eshtemoh, and Anim,"
6,joshua,15,51,"And Goshen, and Holon, and Giloh; eleven cities with their villages:"
6,joshua,15,52,"Arab, and Dumah, and Eshean,"
6,joshua,15,53,"And Janum, and Bethtappuah, and Aphekah,"
6,joshua,15,54,"And Humtah, and Kirjatharba, which is Hebron, and Zior; nine cities with their villages:"
6,joshua,15,55,"Maon, Carmel, and Ziph, and Juttah,"
6,joshua,15,56,"And Jezreel, and Jokdeam, and Zanoah,"
6,joshua,15,57,"Cain, Gibeah, and Timnah; ten cities with their villages:"
6,joshua,15,58,"Halhul, Bethzur, and Gedor,"
6,joshua,15,59,"And Maarath, and Bethanoth, and Eltekon; six cities with their villages:"
6,joshua,15,60,"Kirjathbaal, which is Kirjathjearim, and Rabbah; two cities with their villages:"
6,joshua,15,61,"In the wilderness, Betharabah, Middin, and Secacah,"
6,joshua,15,62,"And Nibshan, and the city of Salt, and Engedi; six cities with their villages."
6,joshua,15,63,"As for the Jebusites the inhabitants of Jerusalem, the children of Judah could not drive them out; but the Jebusites dwell with the children of Judah at Jerusalem unto this day."
